name,url,region,status,code,score,score_reliability,score_freshness,score_relevance,score_diversity,demoted
What Russia’s war on Ukraine means for Central Asia - Atlantic Council,https://www.atlanticcouncil.org/blogs/new-atlanticist/what-russias-war-on-ukraine-means-for-central-asia/,russia_ukraine,ok,200,7,3,3,0,1,
"Central Asia: Analysis, Research, & Events | CSIS",https://www.csis.org/regions/russia-and-eurasia/central-asia,russia_ukraine,ok,200,8,3,3,0,2,
Russia-China Relations in Central Asia - CEPA,https://cepa.org/commentary/sino-russian-relations-in-central-asia/,russia_ukraine,ok,200,7,3,3,0,1,
What Russia’s war on Ukraine means for Central Asia - Atlantic Council,https://www.atlanticcouncil.org/blogs/new-atlanticist/what-russias-war-on-ukraine-means-for-central-asia/,russia_ukraine,ok,200,7,3,3,0,1,
Southeast Asia Regional Security Outlook in 2025: A Perspective,https://rsdi.ae/en/publications/southeast-asia-regional-security-outlook-in-2025-a-perspective,,ok,200,8,3,3,0,2,
Regional Security in Southeast Asia: Beyond the ASEAN Way | ISEAS Publishing,https://bookshop.iseas.edu.sg/publication/1547,,ok,200,8,3,3,0,2,
Regional Security Architecture Programme - RSIS,https://rsis.edu.sg/research/idss/research-programmes/regional-security-architecture-programme/,,forbidden,403,6,1,3,0,2,
Oceania | Council on Foreign Relations,https://www.cfr.org/oceania,oceania_pacific,ok,200,7,3,3,0,1,
The global contest for the Pacific | Lowy Institute,https://www.lowyinstitute.org/the-interpreter/global-contest-pacific,oceania_pacific,ok,200,9,3,3,1,2,
The new geopolitics of the Pacific Island nations - FES Asia,https://asia.fes.de/news/geopolitics-pacific-islands.html,oceania_pacific,ok,200,8,3,3,1,1,
Oceania | Council on Foreign Relations,https://www.cfr.org/oceania,oceania_pacific,ok,200,7,3,3,0,1,
The global contest for the Pacific | Lowy Institute,https://www.lowyinstitute.org/the-interpreter/global-contest-pacific,oceania_pacific,ok,200,9,3,3,1,2,
The new geopolitics of the Pacific Island nations - FES Asia,https://asia.fes.de/news/geopolitics-pacific-islands.html,oceania_pacific,ok,200,8,3,3,1,1,
Kalshi - Prediction Market for Trading the Future,https://kalshi.com/,,http_429,429,5,1,3,0,1,
‘The ads got to me’: College-age adults are rushing to prediction market sites. Addiction experts are alarmed | CNN Business,https://www.cnn.com/2026/05/28/economy/prediction-markets-kalshi-young-adults,,ok,200,7,3,3,0,1,
Kalshi and Polymarket trading volumes dramatically increase since mid-2025 | Pew Research Center,https://www.pewresearch.org/short-reads/2026/05/27/trading-volume-on-prediction-markets-has-soared-in-recent-months/,,forbidden,403,6,1,3,0,2,
Bruegel releases enhanced RSS feeds,https://www.bruegel.org/blog-post/bruegel-releases-enhanced-rss-feeds,,forbidden,403,6,1,3,1,1,
Top 15 Europe Defense RSS Feeds,https://rss.feedspot.com/europe_defense_rss_feeds/,europe,ok,200,10,3,3,2,2,
Subscribe via RSS feed – European Council on Foreign Relations,https://ecfr.eu/feeds/,,ok,200,8,3,3,1,1,
Bruegel releases enhanced RSS feeds,https://www.bruegel.org/blog-post/bruegel-releases-enhanced-rss-feeds,,forbidden,403,6,1,3,1,1,
Top 15 Europe Defense RSS Feeds,https://rss.feedspot.com/europe_defense_rss_feeds/,europe,ok,200,10,3,3,2,2,
Subscribe via RSS feed – European Council on Foreign Relations,https://ecfr.eu/feeds/,,ok,200,8,3,3,1,1,
Top 45 Homeland Security RSS Feeds,https://rss.feedspot.com/homeland_security_rss_feeds/,,ok,200,9,3,3,1,2,
Top 80 The Nation RSS Feeds | Create The Nation RSS Feed,https://rss.feedspot.com/thenation_rss_feeds/,,ok,200,8,3,3,1,1,
60 Best Political News RSS Feeds,https://rss.feedspot.com/political_news_rss_feeds/,,ok,200,8,3,3,1,1,
Top 45 Homeland Security RSS Feeds,https://rss.feedspot.com/homeland_security_rss_feeds/,,ok,200,9,3,3,1,2,
Top 80 The Nation RSS Feeds | Create The Nation RSS Feed,https://rss.feedspot.com/thenation_rss_feeds/,,ok,200,8,3,3,1,1,
60 Best Political News RSS Feeds,https://rss.feedspot.com/political_news_rss_feeds/,,ok,200,8,3,3,1,1,
"Russia-Ukraine War: Military News, Maps & Frontline Updates — UNITED24 Media",https://united24media.com/war-in-ukraine,russia_ukraine,ok,200,9,3,3,2,1,
Update from Ukraine | Awesome News from Frontline! Gripen Jets are Coming Soon! - YouTube,https://www.youtube.com/watch?v=2_nsvUAGlj8,,ok,200,8,3,3,1,1,
"South America: Analysis, Research, & Events | CSIS",https://www.csis.org/regions/americas/south-america,,ok,200,8,3,3,0,2,
RSS | International Crisis Group,https://www.crisisgroup.org/rss-0,,ok,200,10,3,3,2,2,
Top 60 Geopolitics RSS Feeds - RSS Database,https://rss.feedspot.com/geopolitics_rss_feeds/,,ok,200,8,3,3,1,1,
RSS feeds - Africa Intelligence,https://www.africaintelligence.com/info/rss,sub_saharan_africa,ok,200,10,3,3,2,2,
Security : latest news | The Africa Report,https://www.theafricareport.com/sections/security/,sub_saharan_africa,forbidden,403,7,1,3,1,2,
Africa Intelligence: exclusive news on Africa,https://www.africaintelligence.com/,sub_saharan_africa,ok,200,10,3,3,2,2,
Latest Analysis: Conflict in the Middle East | CSIS,https://www.csis.org/programs/latest-analysis-conflict-middle-east,,ok,200,10,3,3,2,2,
Middle East Conflict Monitor | ACLED,https://acleddata.com/monitor/middle-east-conflict-monitor,,ok,200,10,3,3,2,2,
The Impact of the Middle East Conflict on Asia and the Pacific: An Updated Analysis | Asian Development Bank,https://www.adb.org/publications/middle-east-conflict-updated-analysis,,forbidden,403,8,1,3,2,2,
"Central Asia: Analysis, Research, & Events | CSIS",https://www.csis.org/regions/russia-and-eurasia/central-asia,russia_ukraine,ok,200,8,3,3,0,2,
Russia-China Relations in Central Asia - CEPA,https://cepa.org/commentary/sino-russian-relations-in-central-asia/,russia_ukraine,ok,200,7,3,3,0,1,
What Russia’s war on Ukraine means for Central Asia - Atlantic Council,https://www.atlanticcouncil.org/blogs/new-atlanticist/what-russias-war-on-ukraine-means-for-central-asia/,russia_ukraine,ok,200,7,3,3,0,1,
Southeast Asia Regional Security Outlook in 2025: A Perspective,https://rsdi.ae/en/publications/southeast-asia-regional-security-outlook-in-2025-a-perspective,,ok,200,8,3,3,0,2,
Regional Security in Southeast Asia: Beyond the ASEAN Way | ISEAS Publishing,https://bookshop.iseas.edu.sg/publication/1547,,ok,200,8,3,3,0,2,
Regional Security Architecture Programme - RSIS,https://rsis.edu.sg/research/idss/research-programmes/regional-security-architecture-programme/,,forbidden,403,6,1,3,0,2,
Oceania | Council on Foreign Relations,https://www.cfr.org/oceania,oceania_pacific,ok,200,7,3,3,0,1,
The global contest for the Pacific | Lowy Institute,https://www.lowyinstitute.org/the-interpreter/global-contest-pacific,oceania_pacific,ok,200,9,3,3,1,2,
The new geopolitics of the Pacific Island nations - FES Asia,https://asia.fes.de/news/geopolitics-pacific-islands.html,oceania_pacific,ok,200,8,3,3,1,1,
Kalshi - Prediction Market for Trading the Future,https://kalshi.com/,,http_429,429,5,1,3,0,1,
‘The ads got to me’: College-age adults are rushing to prediction market sites. Addiction experts are alarmed | CNN Business,https://www.cnn.com/2026/05/28/economy/prediction-markets-kalshi-young-adults,,ok,200,7,3,3,0,1,
Kalshi and Polymarket trading volumes dramatically increase since mid-2025 | Pew Research Center,https://www.pewresearch.org/short-reads/2026/05/27/trading-volume-on-prediction-markets-has-soared-in-recent-months/,,forbidden,403,6,1,3,0,2,
Top 15 Europe Defense RSS Feeds,https://rss.feedspot.com/europe_defense_rss_feeds/,europe,ok,200,10,3,3,2,2,
Bruegel releases enhanced RSS feeds,https://www.bruegel.org/blog-post/bruegel-releases-enhanced-rss-feeds,,forbidden,403,6,1,3,1,1,
Subscribe via RSS feed – European Council on Foreign Relations,https://ecfr.eu/feeds/,,ok,200,8,3,3,1,1,
Top 15 Europe Defense RSS Feeds,https://rss.feedspot.com/europe_defense_rss_feeds/,europe,ok,200,10,3,3,2,2,
Bruegel releases enhanced RSS feeds,https://www.bruegel.org/blog-post/bruegel-releases-enhanced-rss-feeds,,forbidden,403,6,1,3,1,1,
Subscribe via RSS feed – European Council on Foreign Relations,https://ecfr.eu/feeds/,,ok,200,8,3,3,1,1,
Top 45 Homeland Security RSS Feeds,https://rss.feedspot.com/homeland_security_rss_feeds/,,ok,200,9,3,3,1,2,
Top 80 The Nation RSS Feeds | Create The Nation RSS Feed,https://rss.feedspot.com/thenation_rss_feeds/,,ok,200,8,3,3,1,1,
60 Best Political News RSS Feeds,https://rss.feedspot.com/political_news_rss_feeds/,,ok,200,8,3,3,1,1,
Top 45 Homeland Security RSS Feeds,https://rss.feedspot.com/homeland_security_rss_feeds/,,ok,200,9,3,3,1,2,
Top 80 The Nation RSS Feeds | Create The Nation RSS Feed,https://rss.feedspot.com/thenation_rss_feeds/,,ok,200,8,3,3,1,1,
60 Best Political News RSS Feeds,https://rss.feedspot.com/political_news_rss_feeds/,,ok,200,8,3,3,1,1,
35 Best Caribbean News RSS Feeds,https://rss.feedspot.com/caribbean_news_rss_feeds/,central_america_caribbean,ok,200,8,3,3,1,1,
Central America Newswire - World News Report - EIN Presswire,https://world.einnews.com/region/central-america,,forbidden,403,6,1,3,1,1,
Reuters Americas | Latest News in Central & Latin America | Reuters,https://www.reuters.com/world/americas/,,http_401,401,6,1,3,1,1,
35 Best Caribbean News RSS Feeds,https://rss.feedspot.com/caribbean_news_rss_feeds/,central_america_caribbean,ok,200,8,3,3,1,1,
Central America Newswire - World News Report - EIN Presswire,https://world.einnews.com/region/central-america,,forbidden,403,6,1,3,1,1,
Reuters Americas | Latest News in Central & Latin America | Reuters,https://www.reuters.com/world/americas/,,http_401,401,6,1,3,1,1,
"South America: Analysis, Research, & Events | CSIS",https://www.csis.org/regions/americas/south-america,,ok,200,8,3,3,0,2,
RSS | International Crisis Group,https://www.crisisgroup.org/rss-0,,ok,200,10,3,3,2,2,
Top 60 Geopolitics RSS Feeds - RSS Database,https://rss.feedspot.com/geopolitics_rss_feeds/,,ok,200,8,3,3,1,1,
Top 15 Europe Defense RSS Feeds,https://rss.feedspot.com/europe_defense_rss_feeds/,europe,ok,200,10,3,3,2,2,
Bruegel releases enhanced RSS feeds,https://www.bruegel.org/blog-post/bruegel-releases-enhanced-rss-feeds,,forbidden,403,6,1,3,1,1,
Subscribe via RSS feed – European Council on Foreign Relations,https://ecfr.eu/feeds/,,ok,200,8,3,3,1,1,
Top 15 Europe Defense RSS Feeds,https://rss.feedspot.com/europe_defense_rss_feeds/,europe,ok,200,10,3,3,2,2,
Bruegel releases enhanced RSS feeds,https://www.bruegel.org/blog-post/bruegel-releases-enhanced-rss-feeds,,forbidden,403,6,1,3,1,1,
Subscribe via RSS feed – European Council on Foreign Relations,https://ecfr.eu/feeds/,,ok,200,8,3,3,1,1,
OSINT of Ukraine - by UNISHKA Research Service,https://unishka.substack.com/p/osint-of-ukraine,russia_ukraine,ok,200,8,3,3,0,2,
Update from Ukraine | Huge Success of Ukraine on Frontline! Russians Pushed Away! - YouTube,https://www.youtube.com/watch?v=iVI5z30f_Lw,,ok,200,7,3,3,0,1,
Full article: Party ideologies and European foreign policy. Examining the transnational foreign policy space,https://www.tandfonline.com/doi/full/10.1080/13501763.2022.2096103,,forbidden,403,5,1,3,0,1,
The Strait of Hormuz Closure and the Reshaping of Energy Geopolitics - Gulf International Forum,https://gulfif.org/the-strait-of-hormuz-closure-and-the-reshaping-of-energy-geopolitics/,,forbidden,403,5,1,3,0,1,
Top 45 Homeland Security RSS Feeds,https://rss.feedspot.com/homeland_security_rss_feeds/,,ok,200,9,3,3,1,2,
Top 80 The Nation RSS Feeds | Create The Nation RSS Feed,https://rss.feedspot.com/thenation_rss_feeds/,,ok,200,8,3,3,1,1,
"National Security News: Latest News and Investigations on Homeland Security, Military, Foreign Intelligence & More | NBC News",https://www.nbcnews.com/politics/national-security,,ok,200,10,3,3,2,2,
Top 45 Homeland Security RSS Feeds,https://rss.feedspot.com/homeland_security_rss_feeds/,,ok,200,9,3,3,1,2,
Top 80 The Nation RSS Feeds | Create The Nation RSS Feed,https://rss.feedspot.com/thenation_rss_feeds/,,ok,200,8,3,3,1,1,
"National Security News: Latest News and Investigations on Homeland Security, Military, Foreign Intelligence & More | NBC News",https://www.nbcnews.com/politics/national-security,,ok,200,10,3,3,2,2,
Joint Maritime Information Center (JMIC),https://www.ukmto.org/jmic,maritime,forbidden,403,5,1,3,0,1,
UK Maritime Trade Operations (UKMTO),https://www.ukmto.org,maritime,forbidden,403,5,1,3,0,1,
Windward Maritime Intelligence,https://windward.ai/blog,,forbidden,403,8,1,3,2,2,
Skuld Maritime Security Updates,https://www.skuld.com,maritime,ok,200,8,3,3,0,2,
Atlas Institute,https://atlasinstitute.org,,ok,200,8,3,3,0,2,
Stimson Center - Energy & Gulf,https://www.stimson.org,think_tanks,forbidden,403,5,1,3,0,1,
The Hormuz Trap (Julian Alexander Brown),https://julianalexanderbrown.substack.com,,ok,200,7,3,3,0,1,
HTSF (Paul Mason),https://htsf.substack.com,iran,ok,200,7,3,3,0,1,
Richard Haass Substack,https://richardhaass.substack.com,iran,ok,200,7,3,3,0,1,
TheBoardWorld,https://theboardworld.substack.com,iran,ok,200,8,3,3,1,1,
Omid SoureSrafil,https://omidsouresrafil.substack.com,iran,ok,200,7,3,3,0,1,
Paul Stewart II (Oil Markets),https://paulstewartii.substack.com,energy,ok,200,7,3,3,0,1,
Ronald J. Botelho (Strategic Implications),https://ronaldjbotelho.substack.com,iran,ok,200,9,3,3,2,1,
EIA Today in Energy,https://www.eia.gov/todayinenergy/,think_tanks,error,,4,0,3,0,1,
Safety4Sea,https://safety4sea.com,maritime,ok,200,7,3,3,0,1,
MaritimeNews.com,https://www.maritimenews.com,maritime,ok,200,8,3,3,1,1,
ISW/Critical Threats Project (UnderstandingWar.org),https://understandingwar.org/analysis/middle-east/iran-update/,,forbidden,403,6,1,3,0,2,
Radio007 (YouTube),https://www.youtube.com/@Radio-zq8yn,,ok,200,7,3,3,0,1,
IranWarLive.com,https://iranwarlive.com/,dashboards,ok,200,7,3,3,0,1,
IranMonitor.org,https://www.iranmonitor.org/,dashboards,ok,200,7,3,3,0,1,
IranWar.info,https://iranwar.info/,,ok,200,7,3,3,0,1,
HormuzStraitMonitor.com,https://hormuzstraitmonitor.com/,dashboards,ok,200,7,3,3,0,1,
WarIntelHub.com,https://warintelhub.com/,dashboards,ok,200,8,3,3,0,2,
IranWarTracker.com,https://iranwartracker.com/,dashboards,ok,200,7,3,3,0,1,
Perun (YouTube Channel),https://www.youtube.com/channel/UCC3ehuUksTyQ7bbjGntmx3Q,military_osint,ok,200,7,3,3,0,1,
Bilawal Sidhu (YouTube Channel),https://www.youtube.com/@bilawalsidhu,military_osint,ok,200,7,3,3,0,1,
Napoleon's Corporal (Substack),https://napoleonscorporal.substack.com,iran,ok,200,7,3,3,0,1,
Wajeeh Lion (Substack),https://wajeehlion.substack.com,iran,ok,200,7,3,3,0,1,
Defence Affairs Magazine (Substack),https://defenceaffairs.substack.com,,ok,200,9,3,3,2,1,
GeoPolitiQ (Ismaele) (Substack),https://geopolitiq.substack.com,military_osint,ok,200,7,3,3,0,1,
The Firing Line (Substack),https://thefiringline.substack.com,,ok,200,7,3,3,0,1,
TankerTrackers.com (@TankerTrackers),https://x.com/TankerTrackers,,ok,200,7,3,3,0,1,
ACLED (Armed Conflict Location & Event Data),https://acleddata.com,,ok,200,10,3,3,2,2,
CSIS — War with Iran,https://www.csis.org/programs/latest-analysis-war-iran,,ok,200,8,3,3,0,2,
CFR — Iran War Analysis and Updates,https://www.cfr.org/topics/iran-war-analysis-and-updates,,ok,200,8,3,3,0,2,
